1		3646	0.000
1		3660	2.657
1		3686	2.090
1		3691	0.004
1		3717	0.011
1		3722	0.007
1		3756	0.000
1		3770	0.000
1		3803	1.518
1		3828	2.610
1		3859	1.462
1		3899	2.423
1		3937	0.000
1		3945	1.883
1		3991	0.000
1		3997	2.054
1		4005	1.228
1		4051	0.911
1		4071	0.411
1		4140	2.369
1		4162	1.833
1		4175	1.763
1		4180	2.244
1		4227	0.414
1		4232	0.007
1		4243	0.001
1		4259	0.000
1		4267	0.000
1		4272	0.000
1		4290	0.089
1		4304	1.804
1		4331	0.068
1		4349	0.004
1		4364	2.430
1		4368	2.422
1		4379	0.000
1		4388	0.008
1		4403	0.295
1		4473	1.490
1		4497	0.450
1		4527	2.264
1		4539	1.857
1		4550	0.000
1		4564	0.000
1		4600	2.242
1		4617	0.000
1		4633	0.924
1		4644	2.379
1		4661	0.950
1		4696	2.231
1		4715	2.228
1		4725	0.352
1		4735	2.232
1		4763	0.924
1		4764	2.272
1		4779	0.020
1		4794	0.925
1		4904	1.054
1		4912	0.127
1		4914	0.000
1		4975	0.001
1		4982	0.001
1		4995	0.036
1		4999	2.249
1		5037	0.509
1		5048	1.657
1		5059	0.233
1		5062	0.000
1		5112	0.028
1		5129	0.000
1		5146	1.316
1		5150	0.000
1		5234	0.147
1		5246	0.509
1		5307	0.085
1		5308	0.000
1		5313	0.002
1		5346	0.039
1		5362	2.353
1		5388	0.000
1		5391	0.149
1		5427	0.000
1		5445	0.040
1		5449	0.227
1		5452	0.000
1		5457	1.946
1		5484	1.200
1		5489	0.038
1		5538	0.067
1		5566	0.000
1		5580	0.002
1		5597	0.090
1		5600	0.114
1		5619	0.000
1		5624	2.691
1		5777	0.232
1		5829	0.127
1		5866	0.000
1		5887	1.050
1		5892	2.547
1		5898	0.000
1		5920	2.337
1		5958	0.090
1		5974	0.000
1		6022	0.000
1		6033	1.050
1		6042	0.000
1		6054	0.885
1		6114	2.092
1		6116	0.000
1		6130	0.000
1		6147	0.000
1		6153	2.498
1		6196	2.551
1		6202	2.588
1		6258	0.919
1		6290	2.635
1		6296	0.818
1		6346	2.361
1		6354	2.132
1		6365	0.789
1		6397	0.951
1		6425	0.921
1		6427	2.523
1		6433	0.000
1		6451	0.348
1		6477	0.020
1		6486	0.376
1		6498	2.611
1		6509	2.144
1		6518	0.937
1		6522	0.000
1		6524	0.000
1		6538	2.517
1		6548	0.000
1		6587	0.000
1		6611	2.493
1		6729	0.005
1		6735	2.587
1		6755	1.604
1		6760	0.000
1		6763	2.617
1		6784	0.001
1		8401	0.000
1		8415	2.653
1		8416	1.777
1		8419	0.639
1		8470	0.000
1		8483	2.364
1		8497	0.000
1		8543	2.687
1		8567	2.577
1		8579	0.000
1		8593	0.020
1		8618	0.020
1		8624	0.000
1		8656	1.808
1		8685	2.556
1		8728	0.000
1		8760	0.000
1		8762	0.005
1		8775	2.561
1		8781	0.000
1		8795	2.631
1		8800	2.543
1		8813	2.171
1		8816	1.027
1		8846	0.918
1		8852	2.242
1		8854	0.989
1		8878	2.588
1		8886	0.000
1		8888	1.193
1		8898	2.607
1		8925	0.000
1		8953	0.087
1		8960	2.565
1		9015	1.959
1		9047	0.000
1		9058	0.004
1		9121	2.500
1		9171	2.607
1		9191	0.000
1		9215	1.810
1		9260	2.004
1		9266	0.000
1		9271	0.010
1		9279	0.027
1		9284	1.226
1		9301	0.000
1		9302	1.471
1		9324	2.480
1		9375	2.602
1		9378	0.001
1		9399	0.457
1		9417	0.000
1		9450	1.195
1		9452	0.000
1		9461	0.003
1		9515	2.556
1		9547	2.578
1		9586	1.982
1		9588	1.923
1		9631	2.603
1		9640	1.926
1		9652	1.947
1		9660	1.923
1		9669	0.000
1		9673	0.791
1		9682	1.198
1		9704	0.801
1		9724	1.520
1		9736	0.000
1		9763	0.810
1		9779	0.172
1		9782	0.000
1		9783	2.412
1		9787	1.894
1		9794	2.507
1		9800	2.407
1		9837	1.169
1		9847	0.871
1		9870	0.037
1		9919	1.943
1		9926	0.000
1		5	0.000
1		8	0.645
1		11	2.548
1		201	2.609
1		243	0.001
1		261	1.344
1		281	1.333
1		365	0.421
1		366	0.001
1		415	1.179
1		441	0.000
1		442	2.434
1		475	1.231
1		477	0.598
1		497	1.212
1		515	0.000
1		516	0.659
1		562	2.520
1		569	0.000
1		578	2.529
1		605	0.000
1		614	0.003
1		629	2.446
1		705	0.000
1		714	0.001
1		744	0.188
1		749	0.000
1		789	0.000
1		791	2.486
1		805	0.000
1		850	0.422
1		852	0.000
1		857	2.484
1		859	1.064
1		893	0.423
1		906	1.062
1		927	1.212
1		934	0.087
1		936	0.004
1		968	2.303
1		1008	0.843
1		1056	2.465
1		1057	2.439
1		1069	0.432
1		1086	0.493
1		1179	0.940
1		1197	2.483
1		1212	0.609
1		1213	0.511
1		1215	2.220
1		1290	0.087
1		1304	1.114
1		1309	0.251
1		1345	2.283
1		1381	1.189
1		1400	1.764
1		1408	0.697
